student_id,name,cohort_year,program_code,school_id,y1s1_attendance_rate,y1s1_gpa,y1s1_avg_grade,y1s1_lms_activities,y1s1_courses_enrolled,y1s1_exam_eligible,y1s1_attendance_below_67,y1s1_gpa_below_2,y1s1_grade_below_40,y1s1_low_engagement,dropped_out,graduated_on_time,delayed_graduation,failed_courses,final_status
H2021_104051,James Wanjiru,2021,BADS,SHSS,0.393,1.62,51.1,40,7,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_101848,Peter Kamau,2021,BBIT,SCES,0.715,2.41,64.5,58,6,1,0,0,0,0,0,0,1,1,DELAYED
H2021_101580,Ruth Kamau,2021,BCNC,SCES,0.771,2.83,69.4,58,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_101656,Ann Muthoni,2021,BBIT,SCES,0.754,3.06,80.9,70,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_102353,Peter Ochieng,2021,BICS,SCES,0.668,2.83,69.7,59,6,0,1,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102213,Ann Wanjiru,2021,BEEE,SCES,0.875,3.73,94.3,145,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102021,James Ochieng,2021,BICS,SCES,0.761,2.64,55.4,65,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_104973,Peter Achieng,2021,LLB,SLS,0.887,3.36,77.5,91,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101957,Jane Wanjiru,2021,BEEE,SCES,0.781,3.17,78.2,90,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_101308,Peter Achieng,2021,BICS,SCES,0.624,1.87,33.2,20,6,0,1,1,1,1,0,1,0,0,GRADUATED
H2021_102004,Peter Kamau,2021,BICS,SCES,0.481,1.61,52.4,36,7,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_104456,Ruth Muthoni,2021,LLB,SLS,0.973,3.6,94.3,120,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100576,Daniel Muthoni,2021,BSCM,SBS,0.471,1.81,32.3,29,7,0,1,1,1,1,0,1,0,1,GRADUATED
H2021_104090,Ruth Kamau,2021,BACO,SHSS,0.663,2.72,67.4,40,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_104320,Daniel Ochieng,2021,LLB,SLS,0.897,3.28,78.7,98,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_104437,Joseph Ochieng,2021,LLB,SLS,0.708,2.38,70.3,63,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101707,Daniel Kamau,2021,BBIT,SCES,0.872,2.9,79.1,76,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103743,Peter Ochieng,2021,BACO,SHSS,0.782,3.24,76.4,104,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103471,Kevin Muthoni,2021,BACO,SHSS,0.881,3.13,72.0,110,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_101281,Jane Kibet,2021,BEEE,SCES,0.853,2.82,82.8,102,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100862,Ruth Achieng,2021,BFS,SBS,0.653,1.88,52.4,30,6,0,1,1,0,1,0,1,0,0,GRADUATED
H2021_104146,Kevin Kamau,2021,BACO,SHSS,0.521,2.4,42.1,15,7,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_101802,Joseph Kamau,2021,BEEE,SCES,0.87,3.8,91.5,163,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101629,Joseph Muthoni,2021,BCNC,SCES,0.666,2.77,59.1,69,7,0,1,0,0,0,0,1,0,0,GRADUATED
H2021_101994,Jane Kamau,2021,BICS,SCES,0.771,2.68,62.1,72,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102640,Mary Wambui,2021,BBSA,SIMS,0.668,2.13,43.0,47,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_100270,Ann Wambui,2021,BFS,SBS,0.906,3.97,85.9,112,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100630,Sarah Kamau,2021,BFS,SBS,0.989,3.72,86.9,196,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103082,Ruth Ochieng,2021,BBSF,SIMS,0.766,2.49,72.9,71,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_102335,Peter Ochieng,2021,BEEE,SCES,0.677,2.89,63.3,70,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102967,Michael Ochieng,2021,BBSA,SIMS,0.844,2.98,80.9,98,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100301,Kevin Wanjiru,2021,BSCM,SBS,0.803,3.32,74.6,110,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100460,Jane Achieng,2021,BCOM,SBS,0.734,2.68,55.2,52,6,1,0,0,0,0,0,0,1,1,DELAYED
H2021_101448,Jane Wanjiru,2021,BCNC,SCES,0.683,2.01,53.1,38,7,1,0,0,0,1,1,0,0,1,DROPPED_OUT
H2021_101473,Kevin Kibet,2021,BICS,SCES,0.519,2.15,58.1,37,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_102047,Jane Kibet,2021,BICS,SCES,0.794,2.89,82.7,72,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104229,James Wanjiru,2021,BACO,SHSS,0.778,3.36,75.1,104,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103765,Mary Kamau,2021,BSCP,SHSS,0.332,2.28,36.6,15,7,0,1,0,1,1,1,0,0,1,DROPPED_OUT
H2021_102114,David Wanjiru,2021,BCNC,SCES,0.686,2.51,62.7,72,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100028,Ruth Ochieng,2021,BSCM,SBS,0.861,3.94,93.6,169,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_103840,Peter Wanjiru,2021,BSCP,SHSS,0.776,3.06,77.7,107,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104523,Michael Njoroge,2021,LLB,SLS,0.715,2.48,65.7,64,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100838,Peter Njoroge,2021,BSCM,SBS,0.781,2.57,63.4,53,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_103827,Faith Kamau,2021,BACO,SHSS,0.798,2.6,65.5,65,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102009,Joseph Achieng,2021,BCNC,SCES,0.823,2.89,73.3,96,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104908,Faith Wanjiru,2021,LLB,SLS,0.732,2.67,60.2,75,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_100504,Lucy Wanjiru,2021,BFS,SBS,0.491,1.86,51.8,14,7,0,1,1,0,1,0,1,0,1,GRADUATED
H2021_103207,Faith Njoroge,2021,BBSE,SIMS,0.952,3.71,93.8,175,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104305,Faith Muthoni,2021,LLB,SLS,0.854,3.0,80.0,70,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100381,Mary Wambui,2021,BSCM,SBS,0.867,2.88,71.2,102,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_101852,David Njoroge,2021,BBIT,SCES,0.791,2.86,82.4,102,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101526,James Ochieng,2021,BCNC,SCES,0.633,1.54,43.1,42,7,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_102366,David Njoroge,2021,BICS,SCES,0.653,2.3,43.2,33,7,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_104148,Sarah Wanjiru,2021,BAIS,SHSS,0.808,3.38,71.9,108,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103053,Faith Njoroge,2021,BSSD,SIMS,0.657,2.06,34.9,26,6,0,1,0,1,1,1,0,0,1,DROPPED_OUT
H2021_102885,James Ochieng,2021,BBSE,SIMS,0.991,3.67,80.5,108,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102341,Peter Kibet,2021,BICS,SCES,0.779,2.86,60.2,48,6,1,0,0,0,1,1,0,0,1,DROPPED_OUT
H2021_100375,Ruth Achieng,2021,BSCM,SBS,0.534,1.97,52.1,14,6,0,1,1,0,1,0,1,0,0,GRADUATED
H2021_103261,Sarah Achieng,2021,BBSE,SIMS,0.482,1.83,50.2,13,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_102382,David Muthoni,2021,BBIT,SCES,0.884,3.86,80.8,168,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104310,Lucy Achieng,2021,LLB,SLS,0.66,2.46,55.6,72,6,0,1,0,0,0,0,1,0,0,GRADUATED
H2021_100940,Mary Muthoni,2021,BSCM,SBS,0.993,4.0,94.6,102,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104199,Michael Wanjiru,2021,BACO,SHSS,0.988,3.92,91.4,169,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104166,Ruth Wambui,2021,BSCP,SHSS,0.876,3.32,83.8,67,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102800,Kevin Muthoni,2021,BBSE,SIMS,0.79,3.19,72.1,117,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102148,Sarah Njoroge,2021,BEEE,SCES,0.85,3.22,77.1,86,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_103818,Ruth Njoroge,2021,BACO,SHSS,0.429,1.63,57.2,18,7,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_104541,Faith Kamau,2021,LLB,SLS,0.912,3.91,88.5,197,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104217,John Wanjiru,2021,BAIS,SHSS,0.695,2.84,58.0,40,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_102069,Faith Wambui,2021,BBIT,SCES,0.908,3.88,87.5,171,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100530,Sarah Wambui,2021,BFS,SBS,0.726,2.55,56.1,63,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104605,Mary Muthoni,2021,LLB,SLS,0.716,2.82,64.9,42,6,1,0,0,0,1,0,1,0,1,GRADUATED
H2021_100637,Joseph Muthoni,2021,BSCM,SBS,0.558,2.3,48.7,49,6,0,1,0,0,1,0,1,0,0,GRADUATED
H2021_101270,Peter Muthoni,2021,BEEE,SCES,0.799,2.43,74.8,50,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_100186,Daniel Kibet,2021,BCOM,SBS,0.981,3.59,91.4,192,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104350,James Njoroge,2021,LLB,SLS,0.662,2.84,68.3,58,7,0,1,0,0,0,1,0,0,1,DROPPED_OUT
H2021_103180,Sarah Njoroge,2021,BBSE,SIMS,0.713,2.31,57.1,56,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103455,Daniel Wambui,2021,BADS,SHSS,0.794,2.45,60.6,80,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101798,Faith Kamau,2021,BICS,SCES,0.852,3.96,91.1,176,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_102980,David Achieng,2021,BBSA,SIMS,0.902,3.64,86.2,158,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101442,Joseph Wanjiru,2021,BBIT,SCES,0.706,2.31,71.5,52,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103428,Michael Wambui,2021,BAIS,SHSS,0.871,3.07,82.4,88,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104875,Lucy Achieng,2021,LLB,SLS,0.581,2.01,42.5,11,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_101536,Peter Wambui,2021,BCNC,SCES,0.889,3.52,85.3,171,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103444,Peter Muthoni,2021,BAIS,SHSS,0.413,2.18,49.3,48,6,0,1,0,0,1,0,1,0,1,GRADUATED
H2021_101274,Grace Wambui,2021,BBIT,SCES,0.712,2.54,66.3,59,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102468,Joseph Wanjiru,2021,BICS,SCES,0.753,2.95,71.2,106,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100608,Mary Wambui,2021,BSCM,SBS,0.919,3.85,87.2,180,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_103514,Peter Achieng,2021,BADS,SHSS,0.917,3.67,83.4,101,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101713,David Kamau,2021,BICS,SCES,0.499,2.29,45.7,35,7,0,1,0,0,1,0,0,1,1,DELAYED
H2021_102200,James Njoroge,2021,BICS,SCES,0.331,1.9,52.0,17,7,0,1,1,0,1,0,1,0,0,GRADUATED
H2021_100956,Mary Muthoni,2021,BCOM,SBS,0.764,3.19,77.6,70,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102580,Daniel Achieng,2021,BSSD,SIMS,0.781,3.3,79.4,64,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103898,James Kibet,2021,BAIS,SHSS,0.856,3.54,91.5,172,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104426,Peter Kibet,2021,LLB,SLS,0.408,1.52,42.1,11,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_103381,Kevin Wambui,2021,BSCP,SHSS,0.91,3.66,86.4,121,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103686,Grace Ochieng,2021,BSCP,SHSS,0.785,2.6,67.4,48,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_100404,Faith Njoroge,2021,BSCM,SBS,0.373,2.31,37.5,34,6,0,1,0,1,1,0,1,0,1,GRADUATED
H2021_102072,Joseph Wanjiru,2021,BBIT,SCES,0.527,1.54,38.9,19,7,0,1,1,1,1,0,1,0,0,GRADUATED
H2021_104756,Lucy Kibet,2021,LLB,SLS,0.314,1.62,55.1,24,6,0,1,1,0,1,0,0,1,0,DELAYED
H2021_101978,John Njoroge,2021,BICS,SCES,0.883,3.38,82.3,96,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100159,Lucy Njoroge,2021,BSCM,SBS,0.501,2.05,44.1,13,6,0,1,0,0,1,0,1,0,0,GRADUATED
H2021_101749,James Kibet,2021,BCNC,SCES,0.821,2.86,77.0,112,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102910,John Wanjiru,2021,BSSD,SIMS,0.324,1.73,46.5,40,7,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_103535,James Njoroge,2021,BACO,SHSS,0.788,3.43,74.8,84,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100903,Kevin Njoroge,2021,BCOM,SBS,0.86,3.58,93.2,166,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100353,Joseph Muthoni,2021,BCOM,SBS,0.76,2.68,69.5,41,7,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_101231,Peter Wambui,2021,BBIT,SCES,0.876,3.78,89.4,109,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104671,Ann Kibet,2021,LLB,SLS,0.805,3.44,70.8,70,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102141,John Wanjiru,2021,BBIT,SCES,0.785,2.81,73.2,64,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100445,Joseph Achieng,2021,BSCM,SBS,0.647,1.94,39.7,39,6,0,1,1,1,1,0,1,0,0,GRADUATED
H2021_104949,Ann Wanjiru,2021,LLB,SLS,0.791,2.65,60.8,42,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_100755,Joseph Wambui,2021,BSCM,SBS,0.688,2.06,42.1,12,6,1,0,0,0,1,1,0,0,1,DROPPED_OUT
H2021_101738,John Kibet,2021,BICS,SCES,0.662,2.6,61.0,49,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_102972,Joseph Njoroge,2021,BBSF,SIMS,0.668,2.24,58.4,35,7,0,1,0,0,1,0,1,0,0,GRADUATED
H2021_104980,Grace Kibet,2021,LLB,SLS,0.917,3.93,82.6,139,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102921,Kevin Achieng,2021,BBSE,SIMS,0.617,1.58,38.3,31,7,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_100312,Lucy Ochieng,2021,BCOM,SBS,0.853,3.14,73.5,60,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100549,David Ochieng,2021,BCOM,SBS,0.704,2.68,74.1,43,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_104053,Grace Kibet,2021,BADS,SHSS,0.956,3.7,92.2,199,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104762,Jane Wambui,2021,LLB,SLS,0.556,2.39,52.9,28,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_101990,Peter Wambui,2021,BICS,SCES,0.745,2.71,70.4,68,7,1,0,0,0,0,0,0,1,1,DELAYED
H2021_100307,Joseph Kamau,2021,BCOM,SBS,0.715,2.71,57.7,71,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_102336,Grace Achieng,2021,BICS,SCES,0.863,3.56,81.9,125,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100695,James Kibet,2021,BFS,SBS,0.814,3.46,76.3,88,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102357,Kevin Wambui,2021,BEEE,SCES,0.681,2.57,66.2,47,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_101928,Jane Kibet,2021,BCNC,SCES,0.689,2.46,67.6,48,7,1,0,0,0,1,1,0,0,1,DROPPED_OUT
H2021_100685,Ruth Achieng,2021,BFS,SBS,0.651,1.56,34.3,18,7,0,1,1,1,1,0,1,0,1,GRADUATED
H2021_100750,Grace Wambui,2021,BFS,SBS,0.877,3.45,73.4,107,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_104009,Jane Achieng,2021,BADS,SHSS,0.79,2.61,55.2,65,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_101267,Kevin Wambui,2021,BEEE,SCES,0.77,2.58,67.4,58,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103286,Grace Wambui,2021,BBSE,SIMS,0.599,2.39,48.9,48,7,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_103530,David Njoroge,2021,BSCP,SHSS,0.766,3.19,79.9,116,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104424,John Kibet,2021,LLB,SLS,0.816,3.49,75.9,88,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103985,Sarah Kamau,2021,BADS,SHSS,0.696,2.69,69.5,48,7,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_103084,Ann Achieng,2021,BBSE,SIMS,0.878,3.4,78.8,100,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103062,Kevin Muthoni,2021,BBSF,SIMS,0.415,2.03,56.4,38,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_103026,Grace Ochieng,2021,BBSA,SIMS,0.541,2.21,48.9,49,6,0,1,0,0,1,0,1,0,1,GRADUATED
H2021_100971,Joseph Njoroge,2021,BCOM,SBS,0.792,2.82,79.5,104,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100014,Jane Njoroge,2021,BFS,SBS,0.79,3.41,76.3,73,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100874,Lucy Muthoni,2021,BCOM,SBS,0.567,1.97,37.2,40,7,0,1,1,1,1,0,1,0,0,GRADUATED
H2021_100809,Grace Njoroge,2021,BCOM,SBS,0.904,3.96,81.3,105,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103199,Lucy Wanjiru,2021,BSSD,SIMS,0.524,2.35,58.1,23,7,0,1,0,0,1,0,0,1,1,DELAYED
H2021_100515,Faith Wambui,2021,BFS,SBS,0.702,2.3,59.7,47,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_104473,Mary Kamau,2021,LLB,SLS,0.592,1.65,44.5,35,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_100410,Ruth Achieng,2021,BFS,SBS,0.524,1.99,44.7,46,7,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_103409,Peter Kibet,2021,BAIS,SHSS,0.678,2.56,59.8,70,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104343,David Wanjiru,2021,LLB,SLS,0.731,2.34,62.5,53,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_100208,John Wambui,2021,BFS,SBS,0.446,2.34,36.0,44,6,0,1,0,1,1,1,0,0,1,DROPPED_OUT
H2021_103692,Lucy Wambui,2021,BSCP,SHSS,0.81,2.84,70.8,75,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100459,Ann Njoroge,2021,BCOM,SBS,0.797,2.3,55.5,80,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_103472,Michael Kibet,2021,BAIS,SHSS,0.804,3.46,75.0,72,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102431,Lucy Muthoni,2021,BCNC,SCES,0.697,2.01,49.3,30,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_103658,Sarah Wambui,2021,BADS,SHSS,0.601,1.58,38.7,19,7,0,1,1,1,1,0,1,0,0,GRADUATED
H2021_100111,Michael Muthoni,2021,BCOM,SBS,0.886,3.04,80.9,112,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104590,Lucy Ochieng,2021,LLB,SLS,0.698,2.3,66.0,78,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104045,Faith Muthoni,2021,BSCP,SHSS,0.854,3.26,70.2,90,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101884,Lucy Kamau,2021,BBIT,SCES,0.692,2.43,71.1,64,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_101714,Peter Kibet,2021,BCNC,SCES,0.64,1.6,32.5,25,6,0,1,1,1,1,0,1,0,0,GRADUATED
H2021_103959,Peter Kamau,2021,BACO,SHSS,0.978,3.98,83.7,188,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103400,John Muthoni,2021,BSCP,SHSS,0.776,2.35,71.2,70,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100553,Faith Kibet,2021,BCOM,SBS,0.676,2.48,69.9,47,6,1,0,0,0,1,0,0,1,0,DELAYED
H2021_101440,Jane Wanjiru,2021,BICS,SCES,0.894,3.6,85.7,126,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102271,Peter Muthoni,2021,BCNC,SCES,0.424,2.28,44.9,29,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_103145,Daniel Njoroge,2021,BSSD,SIMS,0.601,1.71,47.2,12,6,0,1,1,0,1,0,0,1,1,DELAYED
H2021_102822,Daniel Wanjiru,2021,BBSA,SIMS,0.66,2.76,73.1,60,6,0,1,0,0,0,0,0,1,0,DELAYED
H2021_104782,Faith Njoroge,2021,LLB,SLS,0.871,3.82,83.1,169,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_101926,Ruth Muthoni,2021,BBIT,SCES,0.941,3.67,90.3,198,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100635,James Kamau,2021,BFS,SBS,0.901,3.7,91.6,155,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104806,Mary Achieng,2021,LLB,SLS,0.764,2.4,72.5,51,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_100317,Kevin Kamau,2021,BCOM,SBS,0.742,2.82,72.6,48,7,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_104218,Jane Wanjiru,2021,BACO,SHSS,0.556,1.57,48.3,33,6,0,1,1,0,1,0,0,1,0,DELAYED
H2021_104700,James Kamau,2021,LLB,SLS,0.308,1.99,54.0,18,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_101329,Kevin Kamau,2021,BEEE,SCES,0.873,2.96,70.7,71,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100428,David Wambui,2021,BSCM,SBS,0.501,2.2,33.9,18,6,0,1,0,1,1,1,0,0,1,DROPPED_OUT
H2021_104375,Sarah Njoroge,2021,LLB,SLS,0.874,3.95,90.7,126,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100106,Joseph Kamau,2021,BCOM,SBS,0.752,2.66,65.5,59,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_103042,John Wanjiru,2021,BSSD,SIMS,0.948,3.7,89.9,105,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100143,Ann Kamau,2021,BCOM,SBS,0.486,1.97,33.9,45,6,0,1,1,1,1,0,1,0,1,GRADUATED
H2021_102170,John Kibet,2021,BCNC,SCES,0.913,3.67,94.9,114,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103459,Ann Njoroge,2021,BACO,SHSS,0.324,2.15,47.4,27,6,0,1,0,0,1,0,1,0,0,GRADUATED
H2021_100090,Sarah Wambui,2021,BFS,SBS,0.751,2.75,73.9,66,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102919,Ann Wambui,2021,BBSE,SIMS,0.968,3.68,81.9,109,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103238,Michael Muthoni,2021,BSSD,SIMS,0.875,3.86,81.1,171,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_102242,Kevin Wanjiru,2021,BCNC,SCES,0.862,3.98,83.2,167,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103175,Peter Wanjiru,2021,BSSD,SIMS,0.425,1.54,54.8,28,6,0,1,1,0,1,0,1,0,0,GRADUATED
H2021_103413,Daniel Muthoni,2021,BADS,SHSS,0.666,2.7,67.7,55,6,0,1,0,0,0,0,0,1,1,DELAYED
H2021_102164,Ann Ochieng,2021,BEEE,SCES,0.726,2.77,66.2,54,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102637,John Ochieng,2021,BSSD,SIMS,0.529,2.03,48.4,35,7,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_101950,Ruth Njoroge,2021,BCNC,SCES,0.976,3.71,82.4,105,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101769,Faith Ochieng,2021,BEEE,SCES,0.859,3.8,83.3,133,6,1,0,0,0,0,0,0,1,1,DELAYED
H2021_104291,Lucy Kamau,2021,BAIS,SHSS,0.855,2.81,80.8,69,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102273,Jane Wanjiru,2021,BICS,SCES,0.854,3.14,79.0,81,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_100002,Michael Kamau,2021,BCOM,SBS,0.785,3.22,78.4,105,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103283,Daniel Njoroge,2021,BSSD,SIMS,0.579,1.73,47.4,12,6,0,1,1,0,1,0,1,0,1,GRADUATED
H2021_104958,Faith Ochieng,2021,LLB,SLS,0.782,2.34,73.6,45,7,1,0,0,0,1,1,0,0,1,DROPPED_OUT
H2021_101952,John Kibet,2021,BICS,SCES,0.74,2.72,63.5,77,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100936,Jane Achieng,2021,BSCM,SBS,0.942,3.68,89.9,200,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_104297,Faith Njoroge,2021,BSCP,SHSS,0.697,2.76,69.3,67,6,1,0,0,0,0,0,1,0,0,GRADUATED
