student_id,name,email,gender,age,program_id,program_code,school_id,year_of_study,semester,class_level,enrollment_date,status
104532,Mary Njeri,mary.njeri4532@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-10-13,Active
104533,Rose Otieno,rose.otieno4533@strathmore.edu,Male,18,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-09-16,Active
104534,Nancy Njeri,nancy.njeri4534@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-10-13,Active
104535,Daniel Kamau,daniel.kamau4535@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-12-28,Active
104536,Kevin Achieng,kevin.achieng4536@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-07-19,Active
104537,Kevin Achieng,kevin.achieng4537@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-10-27,Active
104538,James Wanjiru,james.wanjiru4538@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-12-28,Active
104539,Vincent Otieno,vincent.otieno4539@strathmore.edu,Male,24,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-10-02,Active
104540,David Nyambura,david.nyambura4540@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-10-04,Active
104541,Mary Kariuki,mary.kariuki4541@strathmore.edu,Female,24,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-10-31,Active
104542,Peter Wanjiru,peter.wanjiru4542@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-09-21,Active
104543,Peter Kipchoge,peter.kipchoge4543@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-11-14,Active
104544,Mary Ochieng,mary.ochieng4544@strathmore.edu,Male,19,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-09-20,Active
104545,Ruth Kipchoge,ruth.kipchoge4545@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-08-22,Active
104546,Kevin Kamau,kevin.kamau4546@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-10-01,Active
104547,Brian Kariuki,brian.kariuki4547@strathmore.edu,Male,23,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-07-14,Active
104548,James Wanjiru,james.wanjiru4548@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-10-13,Active
104549,Sarah Kibet,sarah.kibet4549@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-12-21,Active
104550,Faith Kamau,faith.kamau4550@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-08-10,Active
104551,Faith Kibet,faith.kibet4551@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-10-03,Active
104552,Samuel Jepkorir,samuel.jepkorir4552@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-09-25,Active
104553,Mary Njoroge,mary.njoroge4553@strathmore.edu,Female,18,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-11-06,Active
104554,Joseph Mutua,joseph.mutua4554@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-08-24,Active
104555,Joyce Kariuki,joyce.kariuki4555@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-09-21,Active
104556,Lucy Otieno,lucy.otieno4556@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-11-06,Active
104557,Mary Wanjiru,mary.wanjiru4557@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-10-28,Active
104558,Nancy Kariuki,nancy.kariuki4558@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-09-18,Active
104559,Peter Chebet,peter.chebet4559@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-10-17,Active
104560,Ruth Kipchoge,ruth.kipchoge4560@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-10-26,Active
104561,Rose Wangui,rose.wangui4561@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-09-05,Active
104562,Faith Ochieng,faith.ochieng4562@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-09-23,Active
104563,Michael Achieng,michael.achieng4563@strathmore.edu,Male,19,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-11-12,Active
104564,Samuel Kipchoge,samuel.kipchoge4564@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,2,1,LLB2.1,2024-01-05,Active
104565,Sarah Njoroge,sarah.njoroge4565@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-08-31,Active
104566,Ruth Njeri,ruth.njeri4566@strathmore.edu,Male,23,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-07-22,Active
104567,Rose Kariuki,rose.kariuki4567@strathmore.edu,Male,23,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-10-20,Active
104568,Samuel Wambui,samuel.wambui4568@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-10-05,Active
104569,Joseph Wangui,joseph.wangui4569@strathmore.edu,Female,24,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-09-20,Active
104570,Michael Wangui,michael.wangui4570@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,4,1,LLB4.1,2022-01-06,Active
104571,Rose Mutua,rose.mutua4571@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-10-18,On Leave
104572,Peter Wangui,peter.wangui4572@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-08-26,Active
104573,Nancy Kipchoge,nancy.kipchoge4573@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-10-24,Active
104574,James Achieng,james.achieng4574@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-07-14,Active
104575,Caroline Achieng,caroline.achieng4575@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-12-31,Active
104576,Lucy Kibet,lucy.kibet4576@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-08-12,Active
104577,Grace Ochieng,grace.ochieng4577@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-12-17,Active
104578,David Wambui,david.wambui4578@strathmore.edu,Male,19,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-12-11,Active
104579,Brian Otieno,brian.otieno4579@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-09-01,Active
104580,Daniel Kipchoge,daniel.kipchoge4580@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-07-14,Active
104581,James Mwangi,james.mwangi4581@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-11-19,Active
104582,Kevin Otieno,kevin.otieno4582@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-12-21,On Leave
104583,Samuel Jepkorir,samuel.jepkorir4583@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-10-16,Active
104584,Joseph Njeri,joseph.njeri4584@strathmore.edu,Male,23,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-08-24,Active
104585,Michael Ochieng,michael.ochieng4585@strathmore.edu,Female,24,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-12-28,Active
104586,Caroline Muthoni,caroline.muthoni4586@strathmore.edu,Female,24,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-08-07,Active
104587,Lucy Njeri,lucy.njeri4587@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-12-04,Active
104588,Ruth Muthoni,ruth.muthoni4588@strathmore.edu,Male,24,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-09-07,Active
104589,Caroline Wanjiru,caroline.wanjiru4589@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-12-19,Active
104590,Mary Mutua,mary.mutua4590@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-11-29,Active
104591,James Muthoni,james.muthoni4591@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-10-10,Active
104592,Joseph Achieng,joseph.achieng4592@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-12-01,Active
104593,Joseph Mutua,joseph.mutua4593@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-08-07,Active
104594,Joyce Chebet,joyce.chebet4594@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-12-05,Active
104595,Daniel Wambui,daniel.wambui4595@strathmore.edu,Male,19,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-12-25,Active
104596,Daniel Mutua,daniel.mutua4596@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-12-24,Active
104597,Jane Kipchoge,jane.kipchoge4597@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-09-06,Active
104598,John Njoroge,john.njoroge4598@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,1,LLB2.1,2024-01-02,Active
104599,Michael Kamau,michael.kamau4599@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-08-03,Active
104600,Lucy Muthoni,lucy.muthoni4600@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-12-06,Active
104601,Lucy Wangui,lucy.wangui4601@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-10-13,Active
104602,Joseph Ochieng,joseph.ochieng4602@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-09-09,On Leave
104603,Daniel Mutua,daniel.mutua4603@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-12-15,Active
104604,Joseph Njeri,joseph.njeri4604@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-08-13,Active
104605,Samuel Kibet,samuel.kibet4605@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-12-04,On Leave
104606,Ruth Wanjiru,ruth.wanjiru4606@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-07-29,Active
104607,Mary Njeri,mary.njeri4607@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-10-27,Active
104608,Lucy Njoroge,lucy.njoroge4608@strathmore.edu,Male,19,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-11-13,Active
104609,Sarah Muthoni,sarah.muthoni4609@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-08-16,Active
104610,Ruth Mutua,ruth.mutua4610@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-12-18,Active
104611,Peter Njeri,peter.njeri4611@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-07-25,Active
104612,Daniel Ochieng,daniel.ochieng4612@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-11-20,Active
104613,David Mwangi,david.mwangi4613@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-11-28,Active
104614,Samuel Njeri,samuel.njeri4614@strathmore.edu,Male,19,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-07-15,Active
104615,Vincent Kamau,vincent.kamau4615@strathmore.edu,Male,19,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-09-16,Active
104616,Brian Wambui,brian.wambui4616@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-08-01,Active
104617,Kevin Jepkorir,kevin.jepkorir4617@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-08-07,Active
104618,David Jepkorir,david.jepkorir4618@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-12-28,Active
104619,Mary Njeri,mary.njeri4619@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-07-27,On Leave
104620,Kevin Mutua,kevin.mutua4620@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-12-09,Active
104621,Nancy Nyambura,nancy.nyambura4621@strathmore.edu,Male,23,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-10-30,Active
104622,Emmanuel Njoroge,emmanuel.njoroge4622@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-10-10,Active
104623,Joyce Njeri,joyce.njeri4623@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-09-25,Active
104624,Daniel Muthoni,daniel.muthoni4624@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-10-20,On Leave
104625,Peter Kipchoge,peter.kipchoge4625@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-08-16,Active
104626,Ruth Chebet,ruth.chebet4626@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-12-29,Active
104627,Emmanuel Wambui,emmanuel.wambui4627@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-11-23,Active
104628,Joseph Otieno,joseph.otieno4628@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-08-17,Active
104629,James Mutua,james.mutua4629@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-09-07,Active
104630,Emmanuel Chebet,emmanuel.chebet4630@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-09-06,Active
104631,Mary Otieno,mary.otieno4631@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-10-21,Active
104632,Grace Wangui,grace.wangui4632@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-11-29,Active
104633,Nancy Kibet,nancy.kibet4633@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-07-28,Active
104634,Jane Njoroge,jane.njoroge4634@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-12-17,Active
104635,Joyce Nyambura,joyce.nyambura4635@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-09-13,Active
104636,Joyce Mutua,joyce.mutua4636@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-07-24,On Leave
104637,Jane Wangui,jane.wangui4637@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-09-18,Active
104638,Jane Nyambura,jane.nyambura4638@strathmore.edu,Female,24,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-08-06,Active
104639,Nancy Wambui,nancy.wambui4639@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-08-29,Active
104640,Grace Chebet,grace.chebet4640@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-10-14,Active
104641,Ann Achieng,ann.achieng4641@strathmore.edu,Female,24,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-08-17,Active
104642,James Njoroge,james.njoroge4642@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-09-06,Active
104643,Jane Njeri,jane.njeri4643@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-09-11,Active
104644,Joyce Wambui,joyce.wambui4644@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-09-29,Active
104645,Ruth Muthoni,ruth.muthoni4645@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-10-04,Active
104646,Joseph Achieng,joseph.achieng4646@strathmore.edu,Male,23,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-11-05,Active
104647,Michael Kamau,michael.kamau4647@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-08-02,Active
104648,Ann Ochieng,ann.ochieng4648@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-08-18,On Leave
104649,Faith Wambui,faith.wambui4649@strathmore.edu,Male,18,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-09-28,Active
104650,David Otieno,david.otieno4650@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-07-27,Active
104651,David Wangui,david.wangui4651@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-07-20,Active
104652,Grace Kamau,grace.kamau4652@strathmore.edu,Male,18,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-09-01,Active
104653,Grace Kamau,grace.kamau4653@strathmore.edu,Male,18,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-10-06,Active
104654,Peter Njoroge,peter.njoroge4654@strathmore.edu,Male,19,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-10-26,Active
104655,Samuel Jepkorir,samuel.jepkorir4655@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-12-28,Active
104656,Sarah Jepkorir,sarah.jepkorir4656@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-12-11,Active
104657,Ruth Kamau,ruth.kamau4657@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-07-30,Active
104658,Samuel Kamau,samuel.kamau4658@strathmore.edu,Male,18,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-09-11,Active
104659,Daniel Njoroge,daniel.njoroge4659@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-11-04,On Leave
104660,Brian Wangui,brian.wangui4660@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-10-27,Active
104661,Jane Njeri,jane.njeri4661@strathmore.edu,Female,18,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-07-15,Active
104662,John Kibet,john.kibet4662@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-11-04,Active
104663,Caroline Wambui,caroline.wambui4663@strathmore.edu,Female,18,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-11-23,Active
104664,Grace Muthoni,grace.muthoni4664@strathmore.edu,Male,23,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-08-08,Active
104665,David Achieng,david.achieng4665@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-07-18,Active
104666,Ruth Achieng,ruth.achieng4666@strathmore.edu,Male,23,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-12-02,Active
104667,Mary Achieng,mary.achieng4667@strathmore.edu,Male,18,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-09-18,Active
104668,Ruth Nyambura,ruth.nyambura4668@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-09-04,Active
104669,Sarah Ochieng,sarah.ochieng4669@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-09-20,On Leave
104670,Kevin Jepkorir,kevin.jepkorir4670@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-10-19,Active
104671,David Kipchoge,david.kipchoge4671@strathmore.edu,Male,24,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-09-17,Active
104672,John Achieng,john.achieng4672@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-09-07,Active
104673,Daniel Njoroge,daniel.njoroge4673@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-11-18,Active
104674,Brian Otieno,brian.otieno4674@strathmore.edu,Female,18,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-09-15,Active
104675,Daniel Kamau,daniel.kamau4675@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-09-25,On Leave
104676,Kevin Wanjiru,kevin.wanjiru4676@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-09-15,Active
104677,Mary Kamau,mary.kamau4677@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-10-31,Active
104678,Mary Mutua,mary.mutua4678@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-12-18,Active
104679,Grace Kariuki,grace.kariuki4679@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-12-04,Active
104680,Samuel Kamau,samuel.kamau4680@strathmore.edu,Male,18,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-10-07,Active
104681,Grace Ochieng,grace.ochieng4681@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-11-19,Active
104682,Nancy Kamau,nancy.kamau4682@strathmore.edu,Female,18,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-11-23,Active
104683,Joseph Mutua,joseph.mutua4683@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-09-08,Active
104684,Rose Ochieng,rose.ochieng4684@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-08-23,Active
104685,Kevin Njeri,kevin.njeri4685@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-11-04,Active
104686,Kevin Kamau,kevin.kamau4686@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-08-23,On Leave
104687,Brian Muthoni,brian.muthoni4687@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-10-14,Active
104688,Lucy Mwangi,lucy.mwangi4688@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-08-12,Active
104689,James Otieno,james.otieno4689@strathmore.edu,Male,24,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-12-30,Active
104690,Sarah Kariuki,sarah.kariuki4690@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-09-07,Active
104691,Kevin Wanjiru,kevin.wanjiru4691@strathmore.edu,Male,19,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-11-05,Active
104692,Ruth Wambui,ruth.wambui4692@strathmore.edu,Male,23,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-09-13,Active
104693,Daniel Njoroge,daniel.njoroge4693@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-08-25,Active
104694,Samuel Jepkorir,samuel.jepkorir4694@strathmore.edu,Female,24,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-11-25,On Leave
104695,Grace Njoroge,grace.njoroge4695@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-11-28,Active
104696,Michael Kamau,michael.kamau4696@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-08-06,Active
104697,Jane Mwangi,jane.mwangi4697@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-07-19,Active
104698,Samuel Jepkorir,samuel.jepkorir4698@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-12-06,Active
104699,Caroline Ochieng,caroline.ochieng4699@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-11-30,Active
104700,Daniel Wambui,daniel.wambui4700@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-07-31,Active
104701,Sarah Njeri,sarah.njeri4701@strathmore.edu,Male,23,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-12-24,Active
104702,Vincent Kibet,vincent.kibet4702@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-11-03,Active
104703,Daniel Achieng,daniel.achieng4703@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,4,1,LLB4.1,2021-08-26,Active
104704,Grace Njoroge,grace.njoroge4704@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-10-28,Active
104705,Ruth Chebet,ruth.chebet4705@strathmore.edu,Male,20,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-10-25,On Leave
104706,Peter Ochieng,peter.ochieng4706@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-08-13,Active
104707,Samuel Mutua,samuel.mutua4707@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-07-31,Active
104708,Vincent Nyambura,vincent.nyambura4708@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-09-01,Active
104709,Ruth Ochieng,ruth.ochieng4709@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-10-31,Active
104710,Emmanuel Achieng,emmanuel.achieng4710@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-08-11,Active
104711,Brian Kariuki,brian.kariuki4711@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-10-18,Active
104712,Caroline Kipchoge,caroline.kipchoge4712@strathmore.edu,Male,23,SLS_LLB,LLB,SLS,4,2,LLB4.2,2021-11-08,Active
104713,Mary Kariuki,mary.kariuki4713@strathmore.edu,Female,22,SLS_LLB,LLB,SLS,3,1,LLB3.1,2022-07-26,Active
104714,Brian Wambui,brian.wambui4714@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,3,2,LLB3.2,2022-12-27,Active
104715,Kevin Jepkorir,kevin.jepkorir4715@strathmore.edu,Female,20,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-12-20,Active
104716,Brian Ochieng,brian.ochieng4716@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-11-08,Active
104717,Nancy Mwangi,nancy.mwangi4717@strathmore.edu,Male,19,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-07-30,Active
104718,Michael Njeri,michael.njeri4718@strathmore.edu,Female,21,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-12-09,Active
104719,Joseph Njeri,joseph.njeri4719@strathmore.edu,Female,19,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-12-02,Active
104720,Peter Kipchoge,peter.kipchoge4720@strathmore.edu,Female,23,SLS_LLB,LLB,SLS,4,1,LLB4.1,2022-01-06,Active
104721,Michael Kariuki,michael.kariuki4721@strathmore.edu,Male,18,SLS_LLB,LLB,SLS,1,2,LLB1.2,2024-12-11,Active
104722,Daniel Kamau,daniel.kamau4722@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,1,LLB2.1,2023-12-28,Active
104723,Michael Wanjiru,michael.wanjiru4723@strathmore.edu,Male,22,SLS_LLB,LLB,SLS,2,2,LLB2.2,2023-08-31,On Leave
104724,Emmanuel Kibet,emmanuel.kibet4724@strathmore.edu,Male,21,SLS_LLB,LLB,SLS,1,1,LLB1.1,2024-12-18,Active
